name,rating,price,restaurant_type,description,address,google_maps_url
LE DIAMANT DE PARIS,4.5,€30–40,French restaurant,Intimate restaurant for classic French & Mediterranean dishes with occasional global twists.,"59 Rue Servan, 75011 Paris, France","https://www.google.fr/maps/place/LE+DIAMANT+DE+PARIS/@48.8756801,2.3169646,8562m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66df1aaa82cb1:0x7857011c4bd426c0!8m2!3d48.8629841!4d2.3814905!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11cfbkr8q?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Pierre Sang,4.5,$$,Restaurant,,"55 Rue Oberkampf, 75011 Paris, France","https://www.google.fr/maps/place/Pierre+Sang/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66dfcc1fdf165:0x259b2c0420efb705!8m2!3d48.8647418!4d2.3723575!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11ycqv0j5?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Chefs à Table,4.9,,Restaurant,Sophisticated restaurant serving creative fine-dining dishes in a fixed-menu format with wine.,"15 Rue Trousseau, 75011 Paris, France","https://www.google.fr/maps/place/Chefs+%C3%A0+Table/@48.8585353,2.3678905,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e6736195913985:0xfc1defbb4c90490e!8m2!3d48.8519115!4d2.3787762!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11nrv_fdhn?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Brasserie Martin,4.6,€20–30,French restaurant,Stylish choice with outdoor tables & a warm vibe serving a generous menu of seasonal classics.,"24 Rue Saint-Ambroise, 75011 Paris, France","https://www.google.fr/maps/place/Brasserie+Martin/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66d2ad9f24fb9:0x4758d89f8e1138e3!8m2!3d48.8625876!4d2.3786598!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11t0vqycf7?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Qui plume la lune,4.7,€100+,French restaurant,"Set menus of creative French fare paired with wine, served in a stylish, upscale venue.","50 Rue Amelot, 75011 Paris, France","https://www.google.fr/maps/place/Qui+plume+la+lune/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66dfe389d8aa7:0xdf2602b2c973ae04!8m2!3d48.8590381!4d2.3684167!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tfwjny9?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Restaurant les Fabricants,4.5,€20–30,Restaurant,Easygoing bistro offering wine & spotlighting recipes from the Southwest of France.,"61 Rue Jean-Pierre Timbaud, 75011 Paris, France","https://www.google.fr/maps/place/Restaurant+les+Fabricants/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66de4eb1486ed:0x6b0688b8b8150db8!8m2!3d48.8671489!4d2.3749202!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F12hpc_3d5?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Onze À Table,4.7,,Restaurant,"Rustic traditional cuisine & creative cocktails presented in a warm, unpretentious setting.","10 Rue de la Folie Méricourt, 75011 Paris, France","https://www.google.fr/maps/place/Onze+%C3%80+Table/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66daa1b2390ff:0xf529ce01d79e6584!8m2!3d48.8618461!4d2.3745113!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11hzysjnzb?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Les Petits Papiers,4.6,€30–40,French restaurant,,"18 Rue Oberkampf, 75011 Paris, France","https://www.google.fr/maps/place/Les+Petits+Papiers/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66dfd0a3a79ef:0x4c9b2cc0ffdfab08!8m2!3d48.8633333!4d2.3694444!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F12hlcww83?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Eunoé,4.8,,Restaurant,,"6 Rue Rochebrune, 75011 Paris, France","https://www.google.fr/maps/place/Euno%C3%A9/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66d2ac2344239:0x889be4fb509ff1f0!8m2!3d48.8607713!4d2.378991!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11sslrftj4?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Orgueil,4.7,,French restaurant,,"6 Rue Popincourt, 75011 Paris, France","https://www.google.fr/maps/place/Orgueil/@48.8647418,2.3543331,2141m/data=!3m2!1e3!5s0x47e66df824ed71ff:0x7bb34e007aa97c5c!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66d3899bc5f51:0xeef88e3e6953f350!8m2!3d48.8571038!4d2.3777207!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11smym19y9?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Achi,4.7,,Restaurant,,"13bis Ave Parmentier, 75011 Paris, France","https://www.google.fr/maps/place/Achi/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66d33f8f55989:0xa3f63be99348713!8m2!3d48.8599565!4d2.3786456!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11rb8_szp3?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Pierre Sang on Gambey,4.7,,Haute French restaurant,,"6 Rue Gambey, 75011 Paris, France","https://www.google.fr/maps/place/Pierre+Sang+on+Gambey/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66dfcb786da25:0x31c6c5e8268cdfc2!8m2!3d48.8649889!4d2.3722097!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARdoYXV0ZV9mcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11f1wdxn28?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Rey - Restaurant Paris 11,3.9,€20–30,French restaurant,"Classic brasserie fare like steak frites & charcuterie plates in a plush, wood-paneled space.","130 Rue de la Roquette, 75011 Paris, France","https://www.google.fr/maps/place/Le+Rey+-+Restaurant+Paris+11/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66df7bd524e49:0xe50c7cb0287230f3!8m2!3d48.8574128!4d2.3799263!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1td6xfbt?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Korus restaurant,4.7,€100+,French restaurant,"Refined set lunches, evening tasting menus & natural wines, served in a sleek space.","73 Rue Amelot, 75011 Paris, France","https://www.google.fr/maps/place/Korus+restaurant/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66dfe3c640001:0x4be57194e48a7ef2!8m2!3d48.8592668!4d2.3681014!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11c5s9mnjv?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Paris-Féni,4.6,€20–30,Restaurant,,"15 bis Rue Ternaux, 75011 Paris, France","https://www.google.fr/maps/place/Paris-F%C3%A9ni/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66dfca0000615:0x4e7ec58d0de578a!8m2!3d48.8645497!4d2.3733422!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1trpq2pn?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
L'Acolyte de l'Insolite,4.8,€20–30,Restaurant,"Cozy bistro offering ever-changing set-price menus of creative seasonal fare, plus natural wines.","49 Rue de la Folie Méricourt, 75011 Paris, France","https://www.google.fr/maps/place/L'Acolyte+de+l'Insolite/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66dfcd5979ba1:0x4f24a230bdaf2f28!8m2!3d48.8641936!4d2.3716608!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11b72r4n56?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Bec Salé,4.6,€20–30,Restaurant,,"119 Rue de la Roquette, 1 Rue Pétion, 75011 Paris, France","https://www.google.fr/maps/place/Le+Bec+Sal%C3%A9/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66df4241c308b:0xe8a365633aee95ab!8m2!3d48.858189!4d2.381851!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1yg93qz_4?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Servan,4.5,$$,Bistro,"French-Asian dishes like blood sausage wontons & ginger pork belly, in a space with a vintage vibe.","32 Rue Saint-Maur, 75011 Paris, France","https://www.google.fr/maps/place/Le+Servan/@48.8647418,2.3543331,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66df0d769130f:0x8442b1519e35147c!8m2!3d48.8610156!4d2.3814506!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSAQZiaXN0cm_gAQA!16s%2Fg%2F11b6gc5sg5?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Bao Express,4.7,€20–30,Mandarin restaurant,,"10 R. Bréguet, 75011 Paris, France","https://www.google.fr/maps/place/Bao+Express/@48.8647418,2.3543331,2141m/data=!3m2!1e3!5s0x47e66dff49375069:0x254d80964f2ff3b9!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66d25a6e829d9:0xe64ec128e174990a!8m2!3d48.8567225!4d2.3720176!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARNtYW5kYXJpbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11t7crhkfq?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Jolia,4.8,€30–40,Mediterranean restaurant,,"123 Rue du Chemin Vert, 75011 Paris, France","https://www.google.fr/maps/place/Jolia/@48.862016,2.3654661,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+11!3m6!1s0x47e66d25b20cf6fd:0x174dd8e86c5149fc!8m2!3d48.862016!4d2.3834905!15sChNyZXN0YXVyYW50IHBhcmlzIDExWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTGSARhtZWRpdGVycmFuZWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11tdcjzvd9?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Padellina,4.8,€20–30,Italian restaurant,,"1 Rue Chaptal, 75009 Paris, France","https://www.google.fr/maps/place/La+Padellina/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66fea07556acd:0x93cd100ff983e232!8m2!3d48.8805128!4d2.3345881!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11rqxst2fw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Saisons,4.7,$$,French restaurant,"Bright, cozy restaurant dishing up classic dishes & meat mains, plus an extensive wine list.","52 Rue Lamartine, 75009 Paris, France","https://www.google.fr/maps/place/Saisons/@48.8762761,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e475426c161:0x799b6e9bcc1adcbc!8m2!3d48.8767405!4d2.3401593!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1thk819x?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Mieux,4.7,,Restaurant,Rustic-chic operation with a laid-back ambiance delivering thoughtfully sourced food & wine.,"21 Rue Saint-Lazare, 75009 Paris, France","https://www.google.fr/maps/place/Mieux/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66f58e15c89ed:0xf4d301d43a130864!8m2!3d48.876618!4d2.3369397!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11gy4zz4zd?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Lou Cantou,4.6,€20–30,French restaurant,Locally sourced French classics & wine at a quaint bistro with sidewalk seats & a vintage feel.,"35 Cité d'Antin, 75009 Paris, France","https://www.google.fr/maps/place/Lou+Cantou/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e379d70c38f:0xa8e1f112ce27ce72!8m2!3d48.8739898!4d2.3337559!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tgvcyrh?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
ASPIC,4.8,€100+,Haute French restaurant,Fine dining restaurant featuring a tasting menu & wine pairings amid compact surrounds.,"24 Rue Louise-Émilie de la Tour d'Auvergne, 75009 Paris, France","https://www.google.fr/maps/place/ASPIC/@48.876277,2.3243752,2140m/data=!3m2!1e3!5s0x47e66e41aa2f64b1:0x60378cff913cc576!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e41a98517e3:0x43511b4f98f55266!8m2!3d48.8791961!4d2.3437259!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11bxgz03_r?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Bon Georges,4.5,€100+,Restaurant,"Classic Parisian bistro with a chalkboard menu of daily dishes with seasonal produce, plus a long wine list.","45 Rue Saint-Georges, 75009 Paris, France","https://www.google.fr/maps/place/Le+Bon+Georges/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e4798591ff1:0xebdac360e6d75e26!8m2!3d48.8776756!4d2.3371619!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1pxq61dy_?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Restaurant L'Évadé Bistronomie Paris 9,4.8,,Restaurant,,"23 Rue Clauzel, 75009 Paris, France","https://www.google.fr/maps/place/Restaurant+L'%C3%89vad%C3%A9+Bistronomie+Paris+9/@48.876277,2.3243752,2140m/data=!3m2!1e3!5s0x47e66e4654f06613:0x4d5d91491c8662d6!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66f3436116a81:0x219f04804db68ddb!8m2!3d48.8791979!4d2.3377248!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11y1f9bt0v?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le P'tit Piano,4.7,€20–30,French restaurant,,"26 Rue Cadet, 75009 Paris, France","https://www.google.fr/maps/place/Le+P'tit+Piano/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66f2afbce9083:0xac278350747d8d2e!8m2!3d48.8756486!4d2.343649!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11s74v_vnj?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Chez Yvette - Restaurant paris 9,4.8,€30–40,Restaurant,,"47 Av. Trudaine, 75009 Paris, France","https://www.google.fr/maps/place/Chez+Yvette+-+Restaurant+paris+9/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66fde094d015f:0x186e930a3d95cae8!8m2!3d48.8806846!4d2.3413193!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11wwwvptk2?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Chez Delphine,4.7,€30–40,French restaurant,,"48 Rue Saint-Georges, 75009 Paris, France","https://www.google.fr/maps/place/Chez+Delphine/@48.876277,2.3243752,2140m/data=!3m2!1e3!5s0x47e66e479b68af1f:0xafb46616f80d6ee7!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e479b410ad9:0x83aa65f9020b3786!8m2!3d48.8772033!4d2.3373313!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11g6bpzl1_?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Restaurant franco-italien Il Cuoco Galante - Paris 9,4.6,,French restaurant,,"36 Rue Condorcet, 75009 Paris, France","https://www.google.fr/maps/place/Restaurant+franco-italien+Il+Cuoco+Galante+-+Paris+9/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e41c067abe7:0x5e44c0c81e1e637d!8m2!3d48.8800117!4d2.3451315!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11c30r95p2?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Bistrot Rougemont,4.7,$$,French restaurant,Easygoing outfit with a stylish interior offering a seasonal menu of traditional cuisine.,"10 Rue Rougemont, 75009 Paris, France","https://www.google.fr/maps/place/Bistrot+Rougemont/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66f5ecec4c751:0x3f493464a5447232!8m2!3d48.8718697!4d2.3461235!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11f9w6sk5g?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Table des Anges,4.5,€40–50,French restaurant,Creatively presented French brasserie cuisine & regional wines in a stylishly understated space.,"66 R. des Martyrs, 75009 Paris, France","https://www.google.fr/maps/place/La+Table+des+Anges/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e46a5f3b83b:0xc03b7fdd365c821c!8m2!3d48.8810933!4d2.3402331!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tcz7myb?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Plein Ouest,4.5,$$,Restaurant,"Cozy, warm restaurant preparing seasonal meat & seafood plates, plus beers & ciders.","4 Rue Saulnier, 75009 Paris, France","https://www.google.fr/maps/place/Plein+Ouest/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e3fb82bbacf:0xc230639e5987ecbf!8m2!3d48.8743896!4d2.344378!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11xhs_3gx?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Nectar,4.8,,Restaurant,,"Hôtel Maison Mère, 7 Rue Mayran, 75009 Paris, France","https://www.google.fr/maps/place/Nectar/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66f2be987afb5:0xbe88d6eef4659e9a!8m2!3d48.8771586!4d2.3452389!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11j6rd_8sd?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Jeanne-Aimée,4.8,,Restaurant,,"3 Rue Bourdaloue, 75009 Paris, France","https://www.google.fr/maps/place/Jeanne-Aim%C3%A9e/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66f12b6d697c5:0x59c69bc1c41f583b!8m2!3d48.8762982!4d2.3384371!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11sq1kn99w?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Savarin,4.7,$$$,Restaurant,"Oysters plus modern French meat & fish dishes in a stylish, atmospheric restaurant on 2 floors.","4 Rue de Navarin, 75009 Paris, France","https://www.google.fr/maps/place/Le+Savarin/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e46dcd118e9:0xb9a904e67507a9f4!8m2!3d48.8795839!4d2.339559!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11c53nfnrp?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Passionné,4.7,€100+,Haute French restaurant,,"17 Rue Bergère, 75009 Paris, France","https://www.google.fr/maps/place/Passionn%C3%A9/@48.876277,2.3243752,2140m/data=!3m2!1e3!5s0x47e66e3e1c256745:0x1f2b787c4b3b84a6!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66fed8db6faf5:0x1fb82cb578918f65!8m2!3d48.8722139!4d2.3455604!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11rz2f_ywx?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Condesa,4.7,€100+,Restaurant,"International tasting menus & natural wines are served in this acclaimed, refined restaurant.","13 Rue Rodier, 75009 Paris, France","https://www.google.fr/maps/place/La+Condesa/@48.876277,2.3243752,2140m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+9!3m6!1s0x47e66e40e4b16ccf:0x55345f546ac0a24e!8m2!3d48.878263!4d2.3425556!15sChJyZXN0YXVyYW50IHBhcmlzIDlaFCIScmVzdGF1cmFudCBwYXJpcyA5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11dfhtwn7c?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
