name,rating,price,restaurant_type,description,address,google_maps_url,reviews_url,reviews
Le Pareloup,4.3,€20–30,French restaurant,"Modern bistro with sidewalk tables, serving up foie gras & duck confit, plus snails & oysters.","16 Rue Beaugrenelle, 75015 Paris, France","https://www.google.fr/maps/place/Le+Pareloup/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6700f8a8cd15d:0xa92999657b5ff11c!8m2!3d48.8473942!4d2.285956!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1vl9qt86?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Pareloup/@48.8434265,2.2213214,15100m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+15!3m8!1s0x47e6700f8a8cd15d:0xa92999657b5ff11c!8m2!3d48.8473942!4d2.285956!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1vl9qt86?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Un moment à partager avec vos proches?? ALLEZ-Y! Une superbe nuit en famille, tombée par hasard sur ce petit restaurant avec une carte made in France, comme il en manque. …', ""Excellent service, bonne convivialité. La jeune femme en salle fut très attentive et très souriante même si le jeune garçon en fin de service semblait manquer un peu de tonus (pas de carafe d'eau pendant plus d'une heure). …"", 'Bistrot très agréable avec une bonne cuisine française généreuse et un service sympathique. Une cuisine au beurre de l’aubrac faite maison, une institution dans le quartier. On y aime le fait que le menu entrée plat ou entrée plat dessert …', 'Exceptionnel. Façade simple. Accueil simple. Présentation des plats simple. Résultat expérience simplement Exceptionnelle. Le service est chaleureux et respectueux. Les aliments sont incroyablement bons.  Mon coup de cœur : pavé de bœuf de …', ""Superbe découverte !\nNous avons manger 1 côte de bœuf pour 2 avec mon fils, et c'était tout simplement délicieux. En plus on nous montre la pièce de viande avant de la faire cuire, …""]"
L'Abreuvoir,4.6,€20–30,French restaurant,Informal space with a terrace offering traditional dishes & happy-hour specials.,"24 Rue du Dr Finlay, 75015 Paris, France","https://www.google.fr/maps/place/L'Abreuvoir/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6701b5a10f8a9:0x5266096716066d23!8m2!3d48.8519379!4d2.2889287!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tdnw6hv?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/L'Abreuvoir/@48.8434265,2.2213214,15100m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6701b5a10f8a9:0x5266096716066d23!8m2!3d48.8519379!4d2.2889287!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tdnw6hv?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['C’est un très bel endroit, je le recommande. L’incontournable du 15eme arrondissement. Les équipes sont formidables. Les plats, les desserts ainsi que les cocktails sont toujours très bons. Merci à toute l’équipe vous êtes au top\nAlias le soleil 🌞 …', ""Superbe endroit pour manger. Une cuisine traditionnelle suculante, des plats copieux , le pain est très bon. Le cadre est sympathique et surtout une ambiance mise par les serveurs est parfaite, les serveurs sont attentionnés et de bon conseils. Vous serez très satisfait, je préconise de s'y rendre"", ""Très bonne brasserie qui change sa carte au fil des saisons et qui propose des plats un peu recherchés.\nÀ chaque fois que je m'y rends, je ne suis pas déçue. …""]"
Le Point de Chute,4.8,€30–40,Restaurant,,"17 Bd Victor, 75015 Paris, France","https://www.google.fr/maps/place/Le+Point+de+Chute/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6713e8c4ba75f:0x8692d72a1c62fc31!8m2!3d48.8349345!4d2.2831982!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11f64cff6v?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Point+de+Chute/@48.8434265,2.2213214,15100m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+15!3m8!1s0x47e6713e8c4ba75f:0x8692d72a1c62fc31!8m2!3d48.8349345!4d2.2831982!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11f64cff6v?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Un restaurant avec une bonne ambiance, un accueil très agréable et sympathique. Le rapport quantité prix est plus que correct. Le patron n’a pas profité des Jo pour augmenter ses prix et c’est tant mieux. …', 'Très bonne adresse. Un bémol sur les prix un peu élevés, et une provenance des viandes qui peut freiner un peu le consommateur pour une note maximale (origine UE ....). Au-delà de ça, bonne cuisine ! Mention spéciale pour le cake au citron et pavot.', 'La réservation est conseillée !\nOn y mange des produits de saison bien cuisinés. Le maître d œuvre est le patron qui est attentif à tout . …', ""Un super resto avec un burger de OUF! Tout simplement excellent! Une ambiance de dingue et un patron bienveillant, d'une gentillesse sincère. A recommander vivement"", 'Très bon moment passé à l’improviste pour déjeuner au Point de Chute avec un accueil plus que convivial et avec l’apéritif offert ! …']"
Le P'tit Lecourbe,4.4,,French restaurant,,"26 Rue Lecourbe, 75015 Paris, France","https://www.google.fr/maps/place/Le+P'tit+Lecourbe/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6703a89093257:0x2d40222aa3995afb!8m2!3d48.8445522!4d2.308934!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11b64b7gjw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+P'tit+Lecourbe/@48.8434265,2.2213214,15100m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+15!3m8!1s0x47e6703a89093257:0x2d40222aa3995afb!8m2!3d48.8445522!4d2.308934!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11b64b7gjw?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Malgré l’heure tardive à laquelle nous sommes arrivés pour manger, nous avons été très bien accueilli ! Repas en terrasse et plats de qualités. Excellent dîner. Cuisine de bistrot simple mais efficace ! Je recommande.', 'Excellent repas!!!!!\nL’art d’une cuisson parfaite, qualité des produits et service aux petits oignons….sans oublier l’accord des vins!!!!\nMerci à tous!!!!!', 'Lieu incontournable du quartier géré par un jeune patron ""travailleur"", Sébastien, toujours au four et au moulin ... en cuisine, service en salle .... préparation de cocktails ... épaulé par une adorable équipe tout aussi attentionnée, …', 'Au départ nous allions y prendre un verre seulement après le travail. L’équipe était très sympa\nUn jour j’ai décidé d’y déjeuner et les plats étaient excellents. Une très bonne surprise', ""Ambiance chaleureuse, un lieu incontournable dans la rue Lecourbe. On y mange bien. On est très bien accueilli. Toute l'équipe est gentille.\nOn se sent comme à la maison. …""]"
L'Argument,4.3,€20–30,Brasserie,Easygoing spot with wood-panelled walls & outdoor seating offering classic meals & cocktails.,"121 Rue de la Convention, 75015 Paris, France","https://www.google.fr/maps/place/L'Argument/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6701245fa12b7:0xb3cb519d2c042c1f!8m2!3d48.8407077!4d2.2890525!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F11bwymk9rw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/L'Argument/@48.8434265,2.2213214,15100m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+15!3m8!1s0x47e6701245fa12b7:0xb3cb519d2c042c1f!8m2!3d48.8407077!4d2.2890525!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F11bwymk9rw?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Je recommande à 100%. De passage à Paris pour un événement professionnel, j’y ai diné seule vers 21h. On a toute suite pris ma commande et j’ai étais servis en moins de 10minutes. J’ai choisis le plat du jour «\xa0assiette de fruit de mer\xa0» …', 'Bonne découverte et bien conseillée.\nSalades copieuses et goûteuses.\nDesserts parfumées et pas trop lourds.\nMerci', 'Une brasserie chaleureuse et agréable, située dans le 15ème.\nPersonnel aux petits soins, très bon accueil, choix des places avec des petits coins cosy. La gérante est très souriante et se prête volontier à la …', 'Excellente découverte ! Les plats sont savoureux, bien présentés, et le service est impeccable. Je recommande vivement !', ""Une cuisine originale pleine de saveurs  dans un cadre sobre mais très chaleureux  où on se sens bien. Le service est attentionné.  Un bel endroit qui mérite de s'y arrêter.""]"
Chakaiseki Akiyoshi,4.8,€100+,Restaurant,,"59 Rue Letellier, 75015 Paris, France","https://www.google.fr/maps/place/Chakaiseki+Akiyoshi/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e671a6b39f935d:0x504b54c51872002d!8m2!3d48.8470136!4d2.2989248!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11k46j0s3y?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Chakaiseki+Akiyoshi/@48.8434265,2.2213214,15100m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+15!3m8!1s0x47e671a6b39f935d:0x504b54c51872002d!8m2!3d48.8470136!4d2.2989248!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11k46j0s3y?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Expérience incroyable !\nNous sommes accueillis à 12h pile par la gérante habillée en tenue traditionnelle et nous rentrons à l'intérieur de l'établissement par groupe de réservation. …"", 'Très belle immersion dans l’art culinaire japonais avec un accueil sensible et chaleureux et de belles promesses en bouche. Quelle complexité des saveurs. À la fois épurée mais subtile le dîner décliné en plusieurs dégustation a été un …', ""Je n'ai pas simplement déjeuné chez Chakaiseki Akiyoshi, j'ai surtout vécu une expérience inoubliable, en dehors du temps et de l'espace.\nTous est fait pour que l'on se sente bien, détendu, prêt à profiter pleinement …"", 'Trop particulier,  on se dirait dans un monastère!  Principe de la table d’hôte mais avec un cuisinier austère qui ne met aucune ambiance sympathique .Cuisine japonaise avec beaucoup de préparation mais nous avons eu l’impression de manger que des soupes sans beaucoup de saveurs ! .Bref on ne s’est pas régalés … et trop cher !', 'Un restaurant «\xa0plaisir\xa0» à offrir pour une belle occasion.\nMon conjoint et moi nous sommes régalés du début à la fin, les associations vins et mets étaient parfaites. …']"
Au Métro,4.4,€20–30,Southwest France restaurant,,"18 Bd Pasteur, 75015 Paris, France","https://www.google.fr/maps/place/Au+M%C3%A9tro/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e67030df23cde9:0x4300df85012f857e!8m2!3d48.8427417!4d2.3122774!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARtzb3V0aHdlc3RfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1thwzrmf?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Au+M%C3%A9tro/@48.8434265,2.2213214,15100m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+15!3m8!1s0x47e67030df23cde9:0x4300df85012f857e!8m2!3d48.8427417!4d2.3122774!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARtzb3V0aHdlc3RfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1thwzrmf?entry=ttu&g_ep=EgoyMDI1MDEyMS4wIKXMDSoASAFQAw%3D%3D","['Un endroit formidable où vous mangerez de très bons plats du terroir. Un serveur agréable et très prévenant avec la clientèle, un sourire et un regard pour chaque client, un décor atypique. Je vous recommande à 100 %. Bravo et merci pour votre accueil !', ""Superbe découverte, bar à ambiance rugby/sud ouest en plein Paris, une superbe ambiance conviviale, des patrons et employés au top! I'll be back soon 🇨🇵💪❤ …"", 'Un superbe moment passé en famille, partagé dans une ambiance familiale et bonne franquette comme dans notre beau sud-ouest !\nSuper service, cuisine au top, foncez! …', 'Une bien belle découverte que cet établissement atypique que nous avons eu la chance de connaître. Cela dit, outre le lieu où plane l’âme du rugby, ce sont les patrons qui sont de bien belles rencontres, de belles personnes riches de …', 'Un café comme on les aime. Un patron comme on les aime. Des maillots de rugby, des coupes, des photos, des écussons, des fanions, des photos gagnantes, des voyages pas chers dans notre France, en Ecosse, en Irlande et toujours plus loin … De l’amabilité, de la simplicité. Une halte originale agréable.']"
Abstinence - Restaurant & Wine Bar Vinyl,4.5,,French restaurant,Lively outfit with a stylish interior & outdoor seating offering classic dishes with an Asian twist.,"47 Av. de la Motte-Picquet, 75015 Paris, France","https://www.google.fr/maps/place/Abstinence+-+Restaurant+%26+Wine+Bar+Vinyl/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6712a098a258b:0xb973cbfc94f419af!8m2!3d48.8505603!4d2.3005279!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11j9m5rlk8?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Abstinence+-+Restaurant+%26+Bar+%C3%A0+Vin+Vinyle/@48.8434265,2.2213214,15100m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+15!3m8!1s0x47e6712a098a258b:0xb973cbfc94f419af!8m2!3d48.8505603!4d2.3005279!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11j9m5rlk8?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Endroit agréable à 2  pas du champs de mars.\nService sympathique et à l’écoute.\nC’est bon, les plats sont travaillés mais ils ne sont pas copieux. Il faut …', 'Vraiment succulent, allez-y les yeux fermés !\nLe personnel est très accueillant et professionnel. Et niveau culinaire…n’en parlons pas, c’était vraiment exceptionnel ! Je recommande l’agneau confit + topinambours et la brioche perdue au caramel qui est INCROYABLE ! 🤤 …', 'Une super expérience culinaire ! Gros coup de cœur pour les entrées qui sont très travaillées et originales ! Bon rapport qualité/prix. L’ambiance est très chouette mais attention l’endroit est très bruyant. Personnel très gentil mais un peu débordé et du coup le service manquait un peu de personnalisation.', 'Super endroit à la Motte Picquet !\nL’endroit est sympa et l’ambiance est super sympa et ils ont une belle déco.\nLa nourriture est excellente, mention spéciales pour les entrées super bonnes et …', ""Un bon restaurant à la décoration simple mais efficace. Nous sommes agréablement reçu et placé.  Manteaux et casques au vestiaire, en hiver c'est mieux pour la place sur la banquette !! 😁 nous avons pris la totale, entrée plat dessert et …""]"
LE PAVILLON Paris 15,4.4,€20–30,French restaurant,,"53B Av. de la Motte-Picquet, 75015 Paris, France","https://www.google.fr/maps/place/LE+PAVILLON+Paris+15/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e67022659c0001:0xe92e8e98f28546eb!8m2!3d48.8500382!4d2.2996737!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11bz0b4sd0?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/PAVILLON+Paris+15/@48.8434265,2.2213214,15100m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+15!3m8!1s0x47e67022659c0001:0xe92e8e98f28546eb!8m2!3d48.8500382!4d2.2996737!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11bz0b4sd0?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Nous avons pris du foie gras ainsi que pour ma part un bagel et bien je peux vous dire qu’ils ne lésinent pas sur la quantité et sur la qualité. C’était vraiment super bon et très copieux. …', 'une cuisine traditionnelle bien travaillée dans un cadre élégant et moderne.\nLe service est soigné, et les plats, souvent créatifs, sont bien exécutés.\nUne adresse agréable pour une expérience gastronomique de qualité …', 'Le petit-déjeuner au Pavillon est une expérience raffinée, avec des croissants croustillants, du pain frais, et des œufs parfaitement cuisinés. Le cadre est élégant et lumineux, idéal pour bien commencer la journée. Le service est …', ""[Ajout a posteriori : merci au gérant pour son geste commercial suite à la situation décrite ci-dessous, qui était visiblement exceptionnell]\n1h30 d'attente pour 5 plats à la présentation médiocre et sans goût...Le …"", 'Super et ambiance,\nNous avons été très bien accueilli, personnel agréable et de bon conseil au niveau de la cartes, …']"
Sphère,4.8,€100+,Haute French restaurant,,"18 Rue La Boétie, 75008 Paris, France","https://www.google.fr/maps/place/Sph%C3%A8re/@48.874425,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc976f71e0f:0x9acef3ed0845fd65!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f4c47058947:0xe1de61d4b89d1efb!8m2!3d48.8742665!4d2.3169387!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11t77k7nft?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Sph%C3%A8re/@48.874425,2.2970739,3773m/data=!3m2!1e3!5s0x47e66fc976f71e0f:0x9acef3ed0845fd65!4m12!1m2!2m1!1srestaurant+paris+8!3m8!1s0x47e66f4c47058947:0xe1de61d4b89d1efb!8m2!3d48.8742665!4d2.3169387!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11t77k7nft?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Dans l'ensemble c'était très bon, belle découverte. Le service était top. Nous avons choisi le menu à 6 étapes. Bonne ambiance même si les gens parlaient trop fort et qu'on n'entendait pas forcément ce que nous disait le serveur. Nous avons passé une très bonne soirée."", 'Après moult publicités sur Instagram et divers réseaux sociaux, ma curiosité piquée, je me suis rendue dans ce restaurant pour les 30 ans de ma sœur en famille. …', 'Un excellent moment de dégustation tant au niveau des amuses bouches qui sont excellents, du foie gras, du Homard sans oublier les desserts ni le Kir Royal ou encore le Bourgogne ! …', 'Nous avons choisi le menu carte blanche en 6 plats ainsi qu’une bouteille de vin rouge. Tout était très bon, on nous a bien conseillé sur le vin car il se mariait bien avec les plats : amuses bouche, 2 entrées, poisson, viande et 2 …', 'Très belle expérience culinaire et gustative !\nNous sommes venues déjeuner dans ce restaurant pour fêter mon anniversaire,\nDès notre arrivée, nous avons été très bien accueillis, …']"
Le Carré Élysée,4.6,€20–40,French restaurant,,"49 Av. Franklin Delano Roosevelt, 75008 Paris, France","https://www.google.fr/maps/place/Le+Carr%C3%A9+%C3%89lys%C3%A9e/@48.8744241,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc5a5312d81:0xe33f6179687d4368!8m2!3d48.870112!4d2.3098835!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F124yfytg_?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Carr%C3%A9+%C3%89lys%C3%A9e/@48.8744241,2.2970739,3773m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc5a5312d81:0xe33f6179687d4368!8m2!3d48.870112!4d2.3098835!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F124yfytg_?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Le repas était superbe. Les serveurs sont au top. La nourriture était bonne et bien servi. Je recommande à 1000%😉 …', ""Un rêve d'enfant !!!\nCet établissement a dans sa cave des grands crus.\nJ'ai toujours voulu déguster un  château Mouton Rothschild, et aujourd'hui c'est …"", 'En week-end sur Paris entres 5 copines, nous avons découvert ce restaurant, à la devanture très belle, le service à été parfait.\nFred, jimmy, et les autres ont étaient adorables. …']"
Le Mermoz,4.5,,Bistro,,"16 Rue Jean Mermoz, 75008 Paris, France","https://www.google.fr/maps/place/Le+Mermoz/@48.8744231,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc58b4fc5f5:0x9766d86b97a3ca02!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc58ca7d7e1:0xda70d2aae068b02!8m2!3d48.8707341!4d2.3115407!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEGYmlzdHJv4AEA!16s%2Fg%2F1v96l30c?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Mermoz/@48.8744231,2.2970739,3773m/data=!3m2!1e3!5s0x47e66fc58b4fc5f5:0x9766d86b97a3ca02!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc58ca7d7e1:0xda70d2aae068b02!8m2!3d48.8707341!4d2.3115407!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEGYmlzdHJv4AEA!16s%2Fg%2F1v96l30c?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D",[]
Beauvau Saint-Honoré,4.4,$$,French restaurant,"Informal restaurant preparing classic Corsican mains & desserts, along with wine, beer & cocktails.","4 Rue des Saussaies, 75008 Paris, France","https://www.google.fr/maps/place/Beauvau+Saint-Honor%C3%A9/@48.8744222,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fcea4e18b95:0x263102aadb22b0dd!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fcea4f6ea7b:0x321c786ea0292db9!8m2!3d48.871082!4d2.3168703!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11b7q2q0pw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Beauvau+Saint-Honor%C3%A9/@48.8744222,2.2970739,3773m/data=!3m2!1e3!5s0x47e66fcea4e18b95:0x263102aadb22b0dd!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fcea4f6ea7b:0x321c786ea0292db9!8m2!3d48.871082!4d2.3168703!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11b7q2q0pw?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Très bon accueil, le service est impeccable autant que la qualité des plats et de l’ambiance du restaurant.\nLes pris sont ceux exercés dans le quartier et ça en vaux le prix vu la très bonne qualité des plats et du reste.', 'Bonne cuisine, service super sympa et joli cadre assez discret, Place Beauveau', 'Agréable la jeune serveuse il me semble qu’elle s’appelle Dahnia, très professionnelle je la remercie pour le service je reviendrai et je recommande']"
